pair_id,pair_type,template_id,edit_type_idx,edit_type_name,agent,model,instruction,aesthetic_path,non_aesthetic_path,aesthetic_score,non_aesthetic_score,score_gap,edit_quality_score
1131w-02GXIIidf_4_t14_imageedit__regression,regression,1131w-02GXIIidf_4,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Recolor all red and yellow elements (top/bottom bars, reward stamp, highlight) to deep forest green #184D3A and gold #D4AF37 for a winter holiday theme, preserving the layout.",images/1131w-02GXIIidf_4_t14_imageedit__regression__aesthetic.png,images/1131w-02GXIIidf_4_t14_imageedit__regression__non_aesthetic.png,88.0,76.0,12.0,58.0
1600w-GFKaeiEL8R0_t9_imageedit__regression,regression,1600w-GFKaeiEL8R0,9,Accent Recolor,imageedit,gemini/gemini-2.5-pro,Recolor the purple asterisk-shaped blob above the title to bright aqua #27E0FF for cohesive emphasis.,images/1600w-GFKaeiEL8R0_t9_imageedit__regression__aesthetic.png,images/1600w-GFKaeiEL8R0_t9_imageedit__regression__non_aesthetic.png,98.0,92.0,6.0,80.0
1280w-l2k_WnNosUU_t1_imageedit__regression,regression,1280w-l2k_WnNosUU,1,Translation,imageedit,gemini/gemini-2.5-pro,"Translate all visible text to Spanish, keeping typography styles; e.g., “upcoming EVENTS” → “próximos EVENTOS” and “REGISTER TODAY!” → “¡REGÍSTRATE HOY!”.",images/1280w-l2k_WnNosUU_t1_imageedit__regression__aesthetic.png,images/1280w-l2k_WnNosUU_t1_imageedit__regression__non_aesthetic.png,76.0,71.0,5.0,49.0
848w-Xal0F5OfysY_t7_imageedit__regression,regression,848w-Xal0F5OfysY,7,Image Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the central photo of a person viewing a moodboard with a similarly framed shot of a student coding on a laptop, shifting the theme to tech skills.",images/848w-Xal0F5OfysY_t7_imageedit__regression__aesthetic.png,images/848w-Xal0F5OfysY_t7_imageedit__regression__non_aesthetic.png,90.0,52.0,38.0,67.0
1131w-w-XME4y3KWk_t7_imageedit__regression,regression,1131w-w-XME4y3KWk,7,Image Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the vanilla ice cream cup with caramel drizzle photo with a mixed-berry sorbet in the same kraft cup, topped with fresh berries and a glossy berry coulis pour.",images/1131w-w-XME4y3KWk_t7_imageedit__regression__aesthetic.png,images/1131w-w-XME4y3KWk_t7_imageedit__regression__non_aesthetic.png,84.0,70.0,14.0,100.0
1600w-OnW3L3V5tgI_t1_imageedit__regression,regression,1600w-OnW3L3V5tgI,1,Translation,imageedit,gemini/gemini-2.5-pro,Replace the headline “HUMAN-GRADE. Dog-approved.” with Spanish: “DE CALIDAD PARA HUMANOS. Aprobado por perros.” keeping the existing uppercase bold and layout.,images/1600w-OnW3L3V5tgI_t1_imageedit__regression__aesthetic.png,images/1600w-OnW3L3V5tgI_t1_imageedit__regression__non_aesthetic.png,93.0,67.0,26.0,62.0
1600w-Rx4XBLKvk68_t6_imageedit__regression,regression,1600w-Rx4XBLKvk68,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,"Expand the left body paragraph beneath the green icon to 2–3× its current length using matching lorem ipsum, preserving tone and balanced wrapping within the existing column.",images/1600w-Rx4XBLKvk68_t6_imageedit__regression__aesthetic.png,images/1600w-Rx4XBLKvk68_t6_imageedit__regression__non_aesthetic.png,74.0,73.0,1.0,100.0
1131w-xPTl82ZC-e4_t7_imageedit__regression,regression,1131w-xPTl82ZC-e4,7,Image Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the central retro woman eating popcorn with a vintage barista holding a steaming mug above an overflowing burlap sack of coffee beans, keeping the centered composition.",images/1131w-xPTl82ZC-e4_t7_imageedit__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t7_imageedit__regression__non_aesthetic.png,75.0,67.0,8.0,100.0
1257w-dnPJ18q1Q2E_t6_imageedit__regression,regression,1257w-dnPJ18q1Q2E,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,Expand the top tagline “FROM DIRECTOR OF LOVE IN BLOOM DANIEL GALLEGO” into a 2–3× longer uppercase paragraph that wraps across the top while maintaining alignment and spacing.,images/1257w-dnPJ18q1Q2E_t6_imageedit__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t6_imageedit__regression__non_aesthetic.png,89.0,78.0,11.0,54.0
1600w-bU_eCuLHDN8_t14_imageedit__regression,regression,1600w-bU_eCuLHDN8,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Restyle for winter holidays: change lime box to deep forest green, swap pink flowers for white snowflakes, recolor OUT OF OFFICE to warm gold, keep checkerboard border.",images/1600w-bU_eCuLHDN8_t14_imageedit__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t14_imageedit__regression__non_aesthetic.png,57.0,52.0,5.0,100.0
1600w-J2-prU82nP4_t10_imageedit__regression,regression,1600w-J2-prU82nP4,10,Background Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the flat green background with a warm peach (#FFC8A2) to pale yellow (#FFF3B0) gradient, maintaining sufficient contrast for the black headline and white-outlined subject.",images/1600w-J2-prU82nP4_t10_imageedit__regression__aesthetic.png,images/1600w-J2-prU82nP4_t10_imageedit__regression__non_aesthetic.png,93.0,72.0,21.0,100.0
1600w-Vu6fJpXHfB0_t9_imageedit__regression,regression,1600w-Vu6fJpXHfB0,9,Accent Recolor,imageedit,gemini/gemini-2.5-pro,Recolor the large question mark to deep royal blue #1F3C88.,images/1600w-Vu6fJpXHfB0_t9_imageedit__regression__aesthetic.png,images/1600w-Vu6fJpXHfB0_t9_imageedit__regression__non_aesthetic.png,91.0,82.0,9.0,100.0
1600w-ROAkphj1zsA_t4_imageedit__regression,regression,1600w-ROAkphj1zsA,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the oval shadow under the mascot; slightly enlarge the mascot to maintain visual balance with the headline.,images/1600w-ROAkphj1zsA_t4_imageedit__regression__aesthetic.png,images/1600w-ROAkphj1zsA_t4_imageedit__regression__non_aesthetic.png,98.0,97.0,1.0,100.0
1280w-GZEFZIEhLE0_t2_imageedit__regression,regression,1280w-GZEFZIEhLE0,2,2-Element Layout Swap,imageedit,gemini/gemini-2.5-pro,"Swap positions of the central portrait image and the “MUSIC PARTY NIGHT” headline, placing the portrait top-right and the headline centered in the main area for balanced hierarchy.",images/1280w-GZEFZIEhLE0_t2_imageedit__regression__aesthetic.png,images/1280w-GZEFZIEhLE0_t2_imageedit__regression__non_aesthetic.png,86.0,81.0,5.0,100.0
1131w-02GXIIidf_4_t8_imageedit__regression,regression,1131w-02GXIIidf_4,8,Typography Style Shift,imageedit,gemini/gemini-2.5-pro,Switch the “DONNA” header to title-case tall serif in regular weight to soften the tone.,images/1131w-02GXIIidf_4_t8_imageedit__regression__aesthetic.png,images/1131w-02GXIIidf_4_t8_imageedit__regression__non_aesthetic.png,88.0,76.0,12.0,0.0
1131w-120Kpwxx3eY_t14_imageedit__regression,regression,1131w-120Kpwxx3eY,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Restyle to a Lunar New Year theme using #C81D25 and #F2C12E accents, replacing the top doodles with small lantern icons while preserving the layout.",images/1131w-120Kpwxx3eY_t14_imageedit__regression__aesthetic.png,images/1131w-120Kpwxx3eY_t14_imageedit__regression__non_aesthetic.png,79.0,66.0,13.0,91.0
1600w-E0pKviCC-yw_t4_imageedit__regression,regression,1600w-E0pKviCC-yw,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the “NEW YORK ESTD 2030 GALLERY” text; move the square period closer to the “a” and vertically center both for balance.,images/1600w-E0pKviCC-yw_t4_imageedit__regression__aesthetic.png,images/1600w-E0pKviCC-yw_t4_imageedit__regression__non_aesthetic.png,99.0,96.0,3.0,100.0
1131w-50t2MzJLmsM_t14_imageedit__regression,regression,1131w-50t2MzJLmsM,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Recolor all blue text, illustrations, and stars to deep forest green with crimson accents for a winter holiday theme, preserving the layout, background texture, and existing typography styles.",images/1131w-50t2MzJLmsM_t14_imageedit__regression__aesthetic.png,images/1131w-50t2MzJLmsM_t14_imageedit__regression__non_aesthetic.png,86.0,73.0,13.0,100.0
1600w-7YZFYlcCTPk_t10_imageedit__regression,regression,1600w-7YZFYlcCTPk,10,Background Replacement,imageedit,gemini/gemini-2.5-pro,Replace the red background with a dark charcoal-to-black gradient and a subtle center spotlight around the bulb to create suspense while keeping the white 'COMING SOON' text clearly legible.,images/1600w-7YZFYlcCTPk_t10_imageedit__regression__aesthetic.png,images/1600w-7YZFYlcCTPk_t10_imageedit__regression__non_aesthetic.png,75.0,68.0,7.0,100.0
1600w-bU_eCuLHDN8_t6_imageedit__regression,regression,1600w-bU_eCuLHDN8,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,Expand the black “A LITTLE HEADS UP” text to: “A little heads up: I’m stepping away briefly and replies may lag.”,images/1600w-bU_eCuLHDN8_t6_imageedit__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t6_imageedit__regression__non_aesthetic.png,57.0,52.0,5.0,89.0
1280w-7NdToF9SL00_t1_imageedit__regression,regression,1280w-7NdToF9SL00,1,Translation,imageedit,gemini/gemini-2.5-pro,"Translate all visible text to Spanish, setting the headline to 'FIESTA DE MÚSICA Y VINO'.",images/1280w-7NdToF9SL00_t1_imageedit__regression__aesthetic.png,images/1280w-7NdToF9SL00_t1_imageedit__regression__non_aesthetic.png,93.0,87.0,6.0,72.0
1131w-tpnRumgzO8o_t6_imageedit__regression,regression,1131w-tpnRumgzO8o,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,"Expand the address line under BORCELLE BEACH to: ""123 Anywhere St., Any City, ST 12345 — Beachfront pavilion near Pier 3; parking nearby; follow boardwalk signs to main gate.""",images/1131w-tpnRumgzO8o_t6_imageedit__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t6_imageedit__regression__non_aesthetic.png,80.0,78.0,2.0,76.0
1131w-HeJuVR7Avb0_t10_imageedit__regression,regression,1131w-HeJuVR7Avb0,10,Background Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the pink square background behind the lemons with a deep Mediterranean blue (#1F6AA6) to create a coastal mood, ensuring the lemons remain crisp and legible.",images/1131w-HeJuVR7Avb0_t10_imageedit__regression__aesthetic.png,images/1131w-HeJuVR7Avb0_t10_imageedit__regression__non_aesthetic.png,91.0,72.0,19.0,100.0
1257w-dnPJ18q1Q2E_t7_imageedit__regression,regression,1257w-dnPJ18q1Q2E,7,Image Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the central rear-view woman with a rear-view astronaut against a dark starry background, maintaining the same centered head-and-shoulders composition and scale.",images/1257w-dnPJ18q1Q2E_t7_imageedit__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t7_imageedit__regression__non_aesthetic.png,89.0,78.0,11.0,90.0
1131w-mOTBWbhbFs0_t3_imageedit__regression,regression,1131w-mOTBWbhbFs0,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,"Rearrange into a tri-column grid: left illustration full-height, middle “Coffee TO GO” stacked, right hours above address; align baselines, add generous gutters, preserve existing type and colors.",images/1131w-mOTBWbhbFs0_t3_imageedit__regression__aesthetic.png,images/1131w-mOTBWbhbFs0_t3_imageedit__regression__non_aesthetic.png,91.0,87.0,4.0,52.0
1600w-ROAkphj1zsA_t8_imageedit__regression,regression,1600w-ROAkphj1zsA,8,Typography Style Shift,imageedit,gemini/gemini-2.5-pro,Switch the “Say yes to challenges!” text to a tall sans-serif to make the tone more elegant.,images/1600w-ROAkphj1zsA_t8_imageedit__regression__aesthetic.png,images/1600w-ROAkphj1zsA_t8_imageedit__regression__non_aesthetic.png,98.0,97.0,1.0,0.0
848w-Xal0F5OfysY_t0_imageedit__regression,regression,848w-Xal0F5OfysY,0,Color Palette Variation,imageedit,gemini/gemini-2.5-pro,"Replace the sky-blue background with warm cream #F6F1E9 and change all white typography to deep forest green #184D3A, leaving the photo unchanged.",images/848w-Xal0F5OfysY_t0_imageedit__regression__aesthetic.png,images/848w-Xal0F5OfysY_t0_imageedit__regression__non_aesthetic.png,90.0,52.0,38.0,93.0
1600w-J2-prU82nP4_t11_imageedit__regression,regression,1600w-J2-prU82nP4,11,Hierarchy Adjustment,imageedit,gemini/gemini-2.5-pro,Scale up the right-side cutout image to 170% to dominate the layout.,images/1600w-J2-prU82nP4_t11_imageedit__regression__aesthetic.png,images/1600w-J2-prU82nP4_t11_imageedit__regression__non_aesthetic.png,93.0,72.0,21.0,95.0
1600w-p1o6ND26wWg_t3_imageedit__regression,regression,1600w-p1o6ND26wWg,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,"Rebuild into a two-column layout: left column full-height cup; right column stack 'SHORT BREAK' title, body text, and both pills at top, with generous margins and centered alignment.",images/1600w-p1o6ND26wWg_t3_imageedit__regression__aesthetic.png,images/1600w-p1o6ND26wWg_t3_imageedit__regression__non_aesthetic.png,98.0,93.0,5.0,70.0
1600w-jlhsA8F30Lk_t13_imageedit__regression,regression,1600w-jlhsA8F30Lk,13,Add Secondary Text Block,imageedit,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle 'Walk-ins welcome' in #FFFFFF to the lower-left inside the speech bubble, left-aligned beneath the headline to balance the hours on the right.",images/1600w-jlhsA8F30Lk_t13_imageedit__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t13_imageedit__regression__non_aesthetic.png,82.0,76.0,6.0,88.0
1600w-jlhsA8F30Lk_t3_imageedit__regression,regression,1600w-jlhsA8F30Lk,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,"Recompose into a vertical split: place megaphone large centered left, position speech bubble with text centered right, and move the website handle to the top-right as a small header.",images/1600w-jlhsA8F30Lk_t3_imageedit__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t3_imageedit__regression__non_aesthetic.png,82.0,76.0,6.0,99.0
900w-r5rfhPArHDg_t5_imageedit__regression,regression,900w-r5rfhPArHDg,5,Object Addition,imageedit,gemini/gemini-2.5-pro,"Add a small cobalt blue location pin icon before the bottom-right address “123 Anywhere St., Any City” to balance the layout.",images/900w-r5rfhPArHDg_t5_imageedit__regression__aesthetic.png,images/900w-r5rfhPArHDg_t5_imageedit__regression__non_aesthetic.png,75.0,66.0,9.0,100.0
1131w-Uq1C4aZZi9w_t6_imageedit__regression,regression,1131w-Uq1C4aZZi9w,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,Expand the historical description paragraph in the bordered box above the ingredient list to 2–3x length while maintaining tone and current body size; ensure wrapping fits within existing width.,images/1131w-Uq1C4aZZi9w_t6_imageedit__regression__aesthetic.png,images/1131w-Uq1C4aZZi9w_t6_imageedit__regression__non_aesthetic.png,81.0,49.0,32.0,70.0
1280w-1EsFpGQoTQo_t12_imageedit__regression,regression,1280w-1EsFpGQoTQo,12,Contrast & Readability Enhancement,imageedit,gemini/gemini-2.5-pro,"Add a subtle vertical charcoal gradient overlay (30% #000 to 0%) across the background to improve contrast of white navigation, headline, and footer button.",images/1280w-1EsFpGQoTQo_t12_imageedit__regression__aesthetic.png,images/1280w-1EsFpGQoTQo_t12_imageedit__regression__non_aesthetic.png,60.0,52.0,8.0,50.0
1600w-gOlznvJ4zdk_t6_imageedit__regression,regression,1600w-gOlznvJ4zdk,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,"Expand Step 1 text to: ""Find a clean, empty jar you like, preferably with a secure lid.""",images/1600w-gOlznvJ4zdk_t6_imageedit__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t6_imageedit__regression__non_aesthetic.png,78.0,71.0,7.0,0.0
1131w-Cn6h5Tqrn10_t3_imageedit__regression,regression,1131w-Cn6h5Tqrn10,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,"Rebuild as a vertical split layout: left column full-bleed leaves grouped; right column center-stack header, quote, and handle with wide padding, increased line spacing, and generous top/bottom margins.",images/1131w-Cn6h5Tqrn10_t3_imageedit__regression__aesthetic.png,images/1131w-Cn6h5Tqrn10_t3_imageedit__regression__non_aesthetic.png,80.0,40.0,40.0,87.0
1131w-02GXIIidf_4_t0_imageedit__regression,regression,1131w-02GXIIidf_4,0,Color Palette Variation,imageedit,gemini/gemini-2.5-pro,"Change all red elements (header, footer, reward badge) to deep navy #0B1B36 with white text; convert the yellow “Last seen” bar to bright cyan #25D0FF with black text.",images/1131w-02GXIIidf_4_t0_imageedit__regression__aesthetic.png,images/1131w-02GXIIidf_4_t0_imageedit__regression__non_aesthetic.png,88.0,76.0,12.0,98.0
1280w-QVxrpF_dKgM_t1_imageedit__regression,regression,1280w-QVxrpF_dKgM,1,Translation,imageedit,gemini/gemini-2.5-pro,"Replace the main headline text with: Come enjoy a day outdoors with good food, games, and the best company.",images/1280w-QVxrpF_dKgM_t1_imageedit__regression__aesthetic.png,images/1280w-QVxrpF_dKgM_t1_imageedit__regression__non_aesthetic.png,89.0,81.0,8.0,70.0
1143w-6-Ht1iOh8uw_t5_imageedit__regression,regression,1143w-6-Ht1iOh8uw,5,Object Addition,imageedit,gemini/gemini-2.5-pro,"Add a small deep red location pin icon before the address line, centered with the text to maintain balance.",images/1143w-6-Ht1iOh8uw_t5_imageedit__regression__aesthetic.png,images/1143w-6-Ht1iOh8uw_t5_imageedit__regression__non_aesthetic.png,90.0,67.0,23.0,100.0
1280w-7NdToF9SL00_t14_imageedit__regression,regression,1280w-7NdToF9SL00,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Restyle for winter holidays: use deep forest green and crimson accents, replace star icons with snowflakes, swap the wine glass doodle for a mulled wine mug; preserve layout.",images/1280w-7NdToF9SL00_t14_imageedit__regression__aesthetic.png,images/1280w-7NdToF9SL00_t14_imageedit__regression__non_aesthetic.png,93.0,87.0,6.0,100.0
1131w-xPTl82ZC-e4_t4_imageedit__regression,regression,1131w-xPTl82ZC-e4,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the @reallygreatsite handles under NIGHT and slightly enlarge NIGHT to maintain visual balance while keeping Movie centered.,images/1131w-xPTl82ZC-e4_t4_imageedit__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t4_imageedit__regression__non_aesthetic.png,75.0,67.0,8.0,60.0
1131w-tpnRumgzO8o_t12_imageedit__regression,regression,1131w-tpnRumgzO8o,12,Contrast & Readability Enhancement,imageedit,gemini/gemini-2.5-pro,Change the “OPEN DAILY 08AM-10PM” text to white (#FFFFFF) for stronger contrast on the green badge.,images/1131w-tpnRumgzO8o_t12_imageedit__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t12_imageedit__regression__non_aesthetic.png,80.0,78.0,2.0,65.0
1131w-xPTl82ZC-e4_t1_imageedit__regression,regression,1131w-xPTl82ZC-e4,1,Translation,imageedit,gemini/gemini-2.5-pro,"Translate all text to Spanish: 'Movie NIGHT'→'Noche de Cine', 'FREE ENTRY'→'ENTRADA GRATIS', '08/09 10 PM'→'08/09 10 p. m.'; leave @reallygreatsite unchanged.",images/1131w-xPTl82ZC-e4_t1_imageedit__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t1_imageedit__regression__non_aesthetic.png,75.0,67.0,8.0,58.0
1600w-qWWXRzbWBOk_t7_imageedit__regression,regression,1600w-qWWXRzbWBOk,7,Image Replacement,imageedit,gemini/gemini-2.5-pro,"Swap the dreamy blue starry-sky gradient background and sparkles for a warm pastel sunrise gradient with soft clouds, preserving the centered quote and oval accent.",images/1600w-qWWXRzbWBOk_t7_imageedit__regression__aesthetic.png,images/1600w-qWWXRzbWBOk_t7_imageedit__regression__non_aesthetic.png,98.0,60.0,38.0,100.0
900w-hCJXZqhSZiw_t3_imageedit__regression,regression,900w-hCJXZqhSZiw,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,Rebuild as a two-column layout: place a full-height left sidebar with the stacked title; arrange all six circles in a right-side 3x2 grid with uniform spacing.,images/900w-hCJXZqhSZiw_t3_imageedit__regression__aesthetic.png,images/900w-hCJXZqhSZiw_t3_imageedit__regression__non_aesthetic.png,76.0,58.0,18.0,0.0
1600w-z8zt2gNZe3I_t8_imageedit__regression,regression,1600w-z8zt2gNZe3I,8,Typography Style Shift,imageedit,gemini/gemini-2.5-pro,Set the main quote in tall serif italic instead of bold sans-serif to create an elegant tone.,images/1600w-z8zt2gNZe3I_t8_imageedit__regression__aesthetic.png,images/1600w-z8zt2gNZe3I_t8_imageedit__regression__non_aesthetic.png,67.0,66.0,1.0,0.0
848w-x9A8Hm2mD6U_t0_imageedit__regression,regression,848w-x9A8Hm2mD6U,0,Color Palette Variation,imageedit,gemini/gemini-2.5-pro,"Replace the current light gray, muted blue, and black palette with deep charcoal #111217 backgrounds, teal #1FB8A6 accents, and off-white #F6F7F8 text for a crisp dark mode.",images/848w-x9A8Hm2mD6U_t0_imageedit__regression__aesthetic.png,images/848w-x9A8Hm2mD6U_t0_imageedit__regression__non_aesthetic.png,70.0,62.0,8.0,38.0
1131w-120Kpwxx3eY_t13_imageedit__regression,regression,1131w-120Kpwxx3eY,13,Add Secondary Text Block,imageedit,gemini/gemini-2.5-pro,"Add a small italic supporting line beneath ""Graphic Designer"" reading ""Creating clean, thoughtful visuals that solve problems"" in muted gray #6B6B6B.",images/1131w-120Kpwxx3eY_t13_imageedit__regression__aesthetic.png,images/1131w-120Kpwxx3eY_t13_imageedit__regression__non_aesthetic.png,79.0,66.0,13.0,25.0
1131w-mOTBWbhbFs0_t10_imageedit__regression,regression,1131w-mOTBWbhbFs0,10,Background Replacement,imageedit,gemini/gemini-2.5-pro,Replace the dark green background with a rich espresso-brown (#2B1A14) solid to create a cozy mood while maintaining high contrast with the cream text and illustration.,images/1131w-mOTBWbhbFs0_t10_imageedit__regression__aesthetic.png,images/1131w-mOTBWbhbFs0_t10_imageedit__regression__non_aesthetic.png,91.0,87.0,4.0,83.0
1600w-9eXC-dXI0uE_t2_imageedit__regression,regression,1600w-9eXC-dXI0uE,2,2-Element Layout Swap,imageedit,gemini/gemini-2.5-pro,"Swap the headline column and the man-with-laptop photo: place photo left, headline right; keep both vertically centered with equal side margins.",images/1600w-9eXC-dXI0uE_t2_imageedit__regression__aesthetic.png,images/1600w-9eXC-dXI0uE_t2_imageedit__regression__non_aesthetic.png,74.0,71.0,3.0,25.0
1143w-6-Ht1iOh8uw_t13_imageedit__regression,regression,1143w-6-Ht1iOh8uw,13,Add Secondary Text Block,imageedit,gemini/gemini-2.5-pro,"Add a small italic sans-serif subtitle 'Join us for cake, games, and fun!' centered between 'Birthday Party' and 'MONDAY' in charcoal #333333.",images/1143w-6-Ht1iOh8uw_t13_imageedit__regression__aesthetic.png,images/1143w-6-Ht1iOh8uw_t13_imageedit__regression__non_aesthetic.png,90.0,67.0,23.0,100.0
1600w-IVdkMeHmo04_t10_imageedit__regression,regression,1600w-IVdkMeHmo04,10,Background Replacement,imageedit,gemini/gemini-2.5-pro,"Replace the dark foliage background with a softly blurred golden bokeh ballroom scene, keeping deep navy edges for contrast so the white event text remains clear.",images/1600w-IVdkMeHmo04_t10_imageedit__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t10_imageedit__regression__non_aesthetic.png,98.0,43.0,55.0,100.0
1600w-gOlznvJ4zdk_t3_imageedit__regression,regression,1600w-gOlznvJ4zdk,3,Global Layout Change,imageedit,gemini/gemini-2.5-pro,"Rebuild into a vertical timeline: set the title as a top banner, jar as a hero section, then stack three full-width numbered step blocks with equal spacing on white.",images/1600w-gOlznvJ4zdk_t3_imageedit__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t3_imageedit__regression__non_aesthetic.png,78.0,71.0,7.0,67.0
1135w-e1BT38mksX0_t14_imageedit__regression,regression,1135w-e1BT38mksX0,14,Theme Restyling,imageedit,gemini/gemini-2.5-pro,"Retheme to cozy Christmas: replace pumpkins/bats/skulls with holly, snowflakes, and ornaments; change palette to deep forest green, cranberry red, and gold; update “Halloween Party” to “Holiday Party.”",images/1135w-e1BT38mksX0_t14_imageedit__regression__aesthetic.png,images/1135w-e1BT38mksX0_t14_imageedit__regression__non_aesthetic.png,55.0,50.0,5.0,88.0
848w-Xal0F5OfysY_t6_imageedit__regression,regression,848w-Xal0F5OfysY,6,Copy Expansion,imageedit,gemini/gemini-2.5-pro,"Expand “Student Updates” into a small sans-serif paragraph: “Student updates: upcoming workshops, studio tips, peer showcases, and resources to grow your skills this semester and beyond.”",images/848w-Xal0F5OfysY_t6_imageedit__regression__aesthetic.png,images/848w-Xal0F5OfysY_t6_imageedit__regression__non_aesthetic.png,90.0,52.0,38.0,85.0
900w-r5rfhPArHDg_t4_imageedit__regression,regression,900w-r5rfhPArHDg,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the top 'Rimberio Dessert' line; shift the headline up slightly to center above the waffle while keeping the price and description positions unchanged.,images/900w-r5rfhPArHDg_t4_imageedit__regression__aesthetic.png,images/900w-r5rfhPArHDg_t4_imageedit__regression__non_aesthetic.png,75.0,66.0,9.0,90.0
1600w-IVdkMeHmo04_t4_imageedit__regression,regression,1600w-IVdkMeHmo04,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the “Unity Outreach Network” line; move the title and subheading up slightly to close the gap while maintaining clear spacing below the top event details.,images/1600w-IVdkMeHmo04_t4_imageedit__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t4_imageedit__regression__non_aesthetic.png,98.0,43.0,55.0,100.0
1131w-DBVzDPV0y5E_t11_imageedit__regression,regression,1131w-DBVzDPV0y5E,11,Hierarchy Adjustment,imageedit,gemini/gemini-2.5-pro,"Center the beaker illustration inside the white panel, enlarge it to dominant size, and reduce the 'SCIENCE LAB' headline to medium size below it.",images/1131w-DBVzDPV0y5E_t11_imageedit__regression__aesthetic.png,images/1131w-DBVzDPV0y5E_t11_imageedit__regression__non_aesthetic.png,96.0,78.0,18.0,26.0
1200w-taPfkpk_5cE_t5_imageedit__regression,regression,1200w-taPfkpk_5cE,5,Object Addition,imageedit,gemini/gemini-2.5-pro,Add a small steaming coffee mug illustration in cream with #E86A92 accents at the bottom-center gap between the loose books to balance the layout.,images/1200w-taPfkpk_5cE_t5_imageedit__regression__aesthetic.png,images/1200w-taPfkpk_5cE_t5_imageedit__regression__non_aesthetic.png,58.0,42.0,16.0,100.0
1131w-HeJuVR7Avb0_t2_imageedit__regression,regression,1131w-HeJuVR7Avb0,2,2-Element Layout Swap,imageedit,gemini/gemini-2.5-pro,"Swap the top ""POSITANO"" headline with the bottom ""AMALFI COAST"" headline, keeping both centered and maintaining equal top and bottom margins for balance.",images/1131w-HeJuVR7Avb0_t2_imageedit__regression__aesthetic.png,images/1131w-HeJuVR7Avb0_t2_imageedit__regression__non_aesthetic.png,91.0,89.0,2.0,0.0
1131w-w-XME4y3KWk_t4_imageedit__regression,regression,1131w-w-XME4y3KWk,4,Object Removal,imageedit,gemini/gemini-2.5-pro,Remove the scattered nuts at bottom-left; shift the “Enjoy 40% Discount” circle slightly down and left to fill the space for balanced spacing.,images/1131w-w-XME4y3KWk_t4_imageedit__regression__aesthetic.png,images/1131w-w-XME4y3KWk_t4_imageedit__regression__non_aesthetic.png,84.0,81.0,3.0,100.0
1280w-GZEFZIEhLE0_t5_imageedit__regression,regression,1280w-GZEFZIEhLE0,5,Object Addition,imageedit,gemini/gemini-2.5-pro,"Add a small black-and-white turntable icon in the top-left corner to balance the “MUSIC PARTY NIGHT” block, matching the grayscale palette.",images/1280w-GZEFZIEhLE0_t5_imageedit__regression__aesthetic.png,images/1280w-GZEFZIEhLE0_t5_imageedit__regression__non_aesthetic.png,86.0,81.0,5.0,100.0
