design,template_id,template_name,categories,instruction,agent,model,edit_id,edit_path,render_path,status,aesthetic_score,original_score,score_diff,edit_quality_score
1143w-6-Ht1iOh8uw,6,Copy Expansion,"text,layout,global","Expand the address line beneath the date into: ""123 Anywhere St., Any City, ST 12345 — main hall entrance on Maple; enjoy cake, games, and music with friends.""",multishot,gemini/gemini-2.5-pro,1143w-6-Ht1iOh8uw_t6_multishot,../edits/1143w-6-Ht1iOh8uw_t6_multishot/spec.json,../edits/1143w-6-Ht1iOh8uw_t6_multishot/render.png,success,97.0,90.0,7.0,98.0
1280w-2LZs3UZm33E,6,Copy Expansion,"text,layout,global","Expand the small uppercase paragraph below “Guess What?” to 2–3× length with warm, indulgent chocolate-themed copy, preserving tone and centered alignment to test wrapping and overflow.",multishot,gemini/gemini-2.5-pro,1280w-2LZs3UZm33E_t6_multishot,../edits/1280w-2LZs3UZm33E_t6_multishot/spec.json,../edits/1280w-2LZs3UZm33E_t6_multishot/render.png,success,60.0,3.0,57.0,100.0
1257w-dnPJ18q1Q2E,0,Color Palette Variation,"color,global",Recolor to light mode: background pale blush #F7E5EA; all text deep charcoal #1D1D1D; neutralize red in the figure to warm neutrals.,multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t0_multishot,../edits/1257w-dnPJ18q1Q2E_t0_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t0_multishot/render.png,success,68.0,,,97.0
1600w-e_KkH19ObUk,3,Global Layout Change,"layout,global","Redesign into a split-screen layout: place flowers full-bleed right, stack heading, subtext, and button centered on the left, and move Heavenly Scent to the top-left as a logo.",multishot,gemini/gemini-2.5-pro,1600w-e_KkH19ObUk_t3_multishot,../edits/1600w-e_KkH19ObUk_t3_multishot/spec.json,../edits/1600w-e_KkH19ObUk_t3_multishot/render.png,success,74.0,71.0,3.0,49.0
1131w-9cN5biKALLQ,3,Global Layout Change,"layout,global","Rebuild into a two-panel layout: center ""ICE FOR SALE"" as one headline at top, put the price in a bold full-width bottom banner, increase outer margins.",multishot,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t3_multishot,../edits/1131w-9cN5biKALLQ_t3_multishot/spec.json,../edits/1131w-9cN5biKALLQ_t3_multishot/render.png,success,92.0,84.0,8.0,100.0
1131w-sSnAV2dB_qg,8,Typography Style Shift,"text,style,global","Switch the “AGENT” title to a tall serif uppercase to create a more elegant, refined tone.",multishot,gemini/gemini-2.5-pro,1131w-sSnAV2dB_qg_t8_multishot,../edits/1131w-sSnAV2dB_qg_t8_multishot/spec.json,../edits/1131w-sSnAV2dB_qg_t8_multishot/render.png,success,91.0,94.0,-3.0,100.0
1600w-jlhsA8F30Lk,1,Translation,"text,global",Translate text to French: replace 'WE ARE OPEN TODAY' with 'NOUS SOMMES OUVERTS AUJOURD’HUI' and '10AM - 9PM' with '10h00–21h00'.,multishot,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t1_multishot,../edits/1600w-jlhsA8F30Lk_t1_multishot/spec.json,../edits/1600w-jlhsA8F30Lk_t1_multishot/render.png,success,57.0,82.0,-25.0,100.0
1257w-EN_LTZdAMlw,0,Color Palette Variation,"color,global","Replace the white, brown, orange, sage palette with a twilight scheme: deep navy background, warm ivory text, and illustrations recolored in dusty plum, muted teal, and antique gold.",multishot,gemini/gemini-2.5-pro,1257w-EN_LTZdAMlw_t0_multishot,../edits/1257w-EN_LTZdAMlw_t0_multishot/spec.json,../edits/1257w-EN_LTZdAMlw_t0_multishot/render.png,success,77.0,,,100.0
1131w-rH9o0IzDWQY,3,Global Layout Change,"layout,global","Rebuild as a single-column poster: use full-bleed hero image on top, stack remaining three images in equal-height stripes below, center the headline and subheadline between hero and stripes.",multishot,gemini/gemini-2.5-pro,1131w-rH9o0IzDWQY_t3_multishot,../edits/1131w-rH9o0IzDWQY_t3_multishot/spec.json,../edits/1131w-rH9o0IzDWQY_t3_multishot/render.png,success,82.0,81.0,1.0,40.0
1600w-7YZFYlcCTPk,8,Typography Style Shift,"text,style,global","Set ""COMING SOON"" in a tall serif for a more elegant tone.",multishot,gemini/gemini-2.5-pro,1600w-7YZFYlcCTPk_t8_multishot,../edits/1600w-7YZFYlcCTPk_t8_multishot/spec.json,../edits/1600w-7YZFYlcCTPk_t8_multishot/render.png,success,72.0,75.0,-3.0,100.0
1600w-DVXZyB158ss,3,Global Layout Change,"layout,global",Rebuild layout into two rows: top centered headline; bottom two equal columns with text left and full-height photo right; place signature in bottom-left footer.,multishot,gemini/gemini-2.5-pro,1600w-DVXZyB158ss_t3_multishot,../edits/1600w-DVXZyB158ss_t3_multishot/spec.json,../edits/1600w-DVXZyB158ss_t3_multishot/render.png,success,75.0,86.0,-11.0,88.0
1600w-eqZAnXprFhg,2,2-Element Layout Swap,"layout,global","Swap the “Mind Map” headline with the “Explore ideas and information” subheading, placing “Mind Map” top-right and the subheading top-left, aligned to equal top margins.",multishot,gemini/gemini-2.5-pro,1600w-eqZAnXprFhg_t2_multishot,../edits/1600w-eqZAnXprFhg_t2_multishot/spec.json,../edits/1600w-eqZAnXprFhg_t2_multishot/render.png,failed: list index out of range,68.0,58.0,10.0,
1600w-_HHyJ9eyu3Q,4,Object Removal,"layout,local",Remove the “OUR LOGO” block with icon and text; vertically center “BRAND ASSETS” in the left panel and slightly increase its line spacing to maintain balance.,multishot,gemini/gemini-2.5-pro,1600w-_HHyJ9eyu3Q_t4_multishot,../edits/1600w-_HHyJ9eyu3Q_t4_multishot/spec.json,../edits/1600w-_HHyJ9eyu3Q_t4_multishot/render.png,success,56.0,52.0,4.0,100.0
1600w-9czv6kB-DXc,0,Color Palette Variation,"color,global","Replace the blue background, white bubble, red/yellow megaphone and labels, and black text with a cool light palette: background #F1F7FF, bubble #FFFFFF, accents #00A3FF/#673AB7, text charcoal #1E1E1E.",multishot,gemini/gemini-2.5-pro,1600w-9czv6kB-DXc_t0_multishot,../edits/1600w-9czv6kB-DXc_t0_multishot/spec.json,../edits/1600w-9czv6kB-DXc_t0_multishot/render.png,success,71.0,89.0,-18.0,61.0
1600w-1HZYAUid2AE,14,Theme Restyling,"style,color,global","Restyle to a winter holiday theme: background #0B1A3A with light snowfall, replace emojis with snowflakes and gift icons, recolor CTA to festive red #E31D1D with white text.",multishot,gemini/gemini-2.5-pro,1600w-1HZYAUid2AE_t14_multishot,../edits/1600w-1HZYAUid2AE_t14_multishot/spec.json,../edits/1600w-1HZYAUid2AE_t14_multishot/render.png,success,9.0,76.0,-67.0,10.0
1600w-6ODHj5q4uMY,4,Object Removal,"layout,local","Remove both decorative quote marks and corner lines; center the quote text horizontally, keeping it above the wooden surface with ample breathing room.",multishot,gemini/gemini-2.5-pro,1600w-6ODHj5q4uMY_t4_multishot,../edits/1600w-6ODHj5q4uMY_t4_multishot/spec.json,../edits/1600w-6ODHj5q4uMY_t4_multishot/render.png,success,72.0,57.0,15.0,100.0
1257w-dnPJ18q1Q2E,10,Background Replacement,"image,color,global","Replace the red speckled background with a deep navy twilight sky (#0B1A36) with faint stars, preserving strong contrast behind the beige title and keeping the backlit figure unobstructed.",multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t10_multishot,../edits/1257w-dnPJ18q1Q2E_t10_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t10_multishot/render.png,success,68.0,,,4.0
1131w-50t2MzJLmsM,11,Hierarchy Adjustment,"layout,text,global","Enlarge the steaming coffee cup illustration to fill center and shrink the “GRAND” headline, lightening it to #7DA7FF, so the cup becomes the primary focal point.",multishot,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t11_multishot,../edits/1131w-50t2MzJLmsM_t11_multishot/spec.json,../edits/1131w-50t2MzJLmsM_t11_multishot/render.png,success,76.0,86.0,-10.0,45.0
1280w-1EsFpGQoTQo,3,Global Layout Change,"layout,global","Restructure into a split layout: full-bleed image left; right column with vertically centered stacked headline, subhead, and CTA; transform top navigation into a left vertical sidebar; add wide padding.",multishot,gemini/gemini-2.5-pro,1280w-1EsFpGQoTQo_t3_multishot,../edits/1280w-1EsFpGQoTQo_t3_multishot/spec.json,../edits/1280w-1EsFpGQoTQo_t3_multishot/render.png,success,41.0,60.0,-19.0,77.0
1600w-xCuy4vLKWKc,10,Background Replacement,"image,color,global","Replace the terracotta background with a deep navy (#0B1E3A) solid color to create a sleek, professional mood while maintaining strong contrast for the white and light tan text.",multishot,gemini/gemini-2.5-pro,1600w-xCuy4vLKWKc_t10_multishot,../edits/1600w-xCuy4vLKWKc_t10_multishot/spec.json,../edits/1600w-xCuy4vLKWKc_t10_multishot/render.png,success,58.0,59.0,-1.0,100.0
1600w-u6z_9iKj-iQ,14,Theme Restyling,"style,color,global","Restyle for Christmas: replace diyas with red-green candles, change headline to uppercase bold 'MERRY CHRISTMAS' and subhead to 'Season of Joy', shift palette to #184D3A and crimson, keep layout.",multishot,gemini/gemini-2.5-pro,1600w-u6z_9iKj-iQ_t14_multishot,../edits/1600w-u6z_9iKj-iQ_t14_multishot/spec.json,../edits/1600w-u6z_9iKj-iQ_t14_multishot/render.png,success,55.0,91.0,-36.0,100.0
1600w-jlhsA8F30Lk,6,Copy Expansion,"text,layout,global","Expand the speech-bubble headline into: ""We are open today and excited to serve you—drop in for quick pickups, friendly help, and new arrivals throughout the day.""",multishot,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t6_multishot,../edits/1600w-jlhsA8F30Lk_t6_multishot/spec.json,../edits/1600w-jlhsA8F30Lk_t6_multishot/render.png,success,57.0,82.0,-25.0,88.0
624w-UZhVzgGhAZA,5,Object Addition,"layout,local",Add a small fork-and-knife icon in deep forest green centered above the address line to reinforce the lunch theme and balance the lower area.,multishot,gemini/gemini-2.5-pro,624w-UZhVzgGhAZA_t5_multishot,../edits/624w-UZhVzgGhAZA_t5_multishot/spec.json,../edits/624w-UZhVzgGhAZA_t5_multishot/render.png,success,48.0,62.0,-14.0,38.0
1600w-jlhsA8F30Lk,5,Object Addition,"layout,local","Add a small white clock icon outlined in #FF6B8B to the right of ""10AM - 9PM"" inside the speech bubble to reinforce hours and balance empty space.",multishot,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t5_multishot,../edits/1600w-jlhsA8F30Lk_t5_multishot/spec.json,../edits/1600w-jlhsA8F30Lk_t5_multishot/render.png,success,57.0,82.0,-25.0,90.0
1280w-1EsFpGQoTQo,14,Theme Restyling,"style,color,global","Transform into a winter holiday theme by replacing the pool photo with a snowy workspace and changing all outline/button/text accents to forest green #184D3A and cranberry #C61A1A, preserving layout.",multishot,gemini/gemini-2.5-pro,1280w-1EsFpGQoTQo_t14_multishot,../edits/1280w-1EsFpGQoTQo_t14_multishot/spec.json,../edits/1280w-1EsFpGQoTQo_t14_multishot/render.png,success,41.0,60.0,-19.0,66.0
900w-8g4EBLeikgE,8,Typography Style Shift,"text,style,global","Replace the handwritten ""Fast, Fresh & Delicious"" script with italic tall serif lettering to shift the tone from playful to elegant.",multishot,gemini/gemini-2.5-pro,900w-8g4EBLeikgE_t8_multishot,../edits/900w-8g4EBLeikgE_t8_multishot/spec.json,../edits/900w-8g4EBLeikgE_t8_multishot/render.png,success,81.0,88.0,-7.0,98.0
1131w-DBVzDPV0y5E,9,Accent Recolor,"color,local",Recolor the “SCIENCE LAB” title text to deep indigo #2D3A8C.,multishot,gemini/gemini-2.5-pro,1131w-DBVzDPV0y5E_t9_multishot,../edits/1131w-DBVzDPV0y5E_t9_multishot/spec.json,../edits/1131w-DBVzDPV0y5E_t9_multishot/render.png,success,69.0,96.0,-27.0,100.0
1600w-D3Vl-1x6STM,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle 'New features launching soon' centered between -STAY TUNED- and the URL, in deep forest green #184D3A.",multishot,gemini/gemini-2.5-pro,1600w-D3Vl-1x6STM_t13_multishot,../edits/1600w-D3Vl-1x6STM_t13_multishot/spec.json,../edits/1600w-D3Vl-1x6STM_t13_multishot/render.png,success,70.0,75.0,-5.0,72.0
1280w-sqmHAnUAgsI,11,Hierarchy Adjustment,"layout,text,global",Enlarge the bottom-right duo photo to occupy 60% of the layout and move it to the center as the primary focal point.,multishot,gemini/gemini-2.5-pro,1280w-sqmHAnUAgsI_t11_multishot,../edits/1280w-sqmHAnUAgsI_t11_multishot/spec.json,../edits/1280w-sqmHAnUAgsI_t11_multishot/render.png,success,81.0,98.0,-17.0,81.0
1280w-sqmHAnUAgsI,5,Object Addition,"layout,local",Add a small minimalist sun icon in warm gold #D4A645 to the top-center white gutter above the central photo.,multishot,gemini/gemini-2.5-pro,1280w-sqmHAnUAgsI_t5_multishot,../edits/1280w-sqmHAnUAgsI_t5_multishot/spec.json,../edits/1280w-sqmHAnUAgsI_t5_multishot/render.png,success,81.0,98.0,-17.0,100.0
1131w-tpnRumgzO8o,14,Theme Restyling,"style,color,global","Transform to winter fest theme: change palette to icy blues #0EA5E9 and #E0F2FE, replace 'SUMMER' with 'WINTER', swap burger illustration for snowflake cookie, keep layout.",multishot,gemini/gemini-2.5-pro,1131w-tpnRumgzO8o_t14_multishot,../edits/1131w-tpnRumgzO8o_t14_multishot/spec.json,../edits/1131w-tpnRumgzO8o_t14_multishot/render.png,success,75.0,80.0,-5.0,58.0
1280w-IBJtTP4icf8,3,Global Layout Change,"layout,global",Reformat to a two-column layout: keep the coffee-table photo full-bleed on the left half; add a white right panel housing the current title and handle centered with wide margins.,multishot,gemini/gemini-2.5-pro,1280w-IBJtTP4icf8_t3_multishot,../edits/1280w-IBJtTP4icf8_t3_multishot/spec.json,../edits/1280w-IBJtTP4icf8_t3_multishot/render.png,success,33.0,93.0,-60.0,100.0
1600w-e_KkH19ObUk,8,Typography Style Shift,"text,style,global",Switch the “Blooming with” headline to a tall serif for a more elegant tone.,multishot,gemini/gemini-2.5-pro,1600w-e_KkH19ObUk_t8_multishot,../edits/1600w-e_KkH19ObUk_t8_multishot/spec.json,../edits/1600w-e_KkH19ObUk_t8_multishot/render.png,success,74.0,71.0,3.0,100.0
1280w-IBJtTP4icf8,7,Image Replacement,"image,layout,local","Replace the café laptop-and-coffee tabletop with a bright kitchen island featuring a water carafe, sliced citrus, and a journal, maintaining similar angle and ample blank space for text.",multishot,gemini/gemini-2.5-pro,1280w-IBJtTP4icf8_t7_multishot,../edits/1280w-IBJtTP4icf8_t7_multishot/spec.json,../edits/1280w-IBJtTP4icf8_t7_multishot/render.png,success,33.0,93.0,-60.0,13.0
1280w-QVxrpF_dKgM,0,Color Palette Variation,"color,global",Replace the dominant red-and-white gingham and cream paper with mint #A8E6CF/white gingham and crisp white paper; swap tan tape for sunflower yellow #FFC300; keep all text black.,multishot,gemini/gemini-2.5-pro,1280w-QVxrpF_dKgM_t0_multishot,../edits/1280w-QVxrpF_dKgM_t0_multishot/spec.json,../edits/1280w-QVxrpF_dKgM_t0_multishot/render.png,success,99.0,89.0,10.0,65.0
1600w-NEoYkSVC058,7,Image Replacement,"image,layout,local","Replace the left black‑and‑white model portrait with a similarly lit black‑and‑white portrait of a ballet dancer in studio, keeping strong window shadows for a graceful, artistic mood.",multishot,gemini/gemini-2.5-pro,1600w-NEoYkSVC058_t7_multishot,../edits/1600w-NEoYkSVC058_t7_multishot/spec.json,../edits/1600w-NEoYkSVC058_t7_multishot/render.png,success,72.0,72.0,0.0,100.0
1600w-OnW3L3V5tgI,2,2-Element Layout Swap,"layout,global","Swap the dog photo with the ""HUMAN-GRADE. Dog-approved."" headline block, moving the photo left and text right, keeping both vertically centered to maintain balance.",multishot,gemini/gemini-2.5-pro,1600w-OnW3L3V5tgI_t2_multishot,../edits/1600w-OnW3L3V5tgI_t2_multishot/spec.json,../edits/1600w-OnW3L3V5tgI_t2_multishot/render.png,success,73.0,93.0,-20.0,48.0
1600w-GFKaeiEL8R0,2,2-Element Layout Swap,"layout,global","Swap the 3D shape cluster with the “Branding & Design” headline, placing the headline top-center and the shapes centered below it, maintaining equal vertical spacing.",multishot,gemini/gemini-2.5-pro,1600w-GFKaeiEL8R0_t2_multishot,../edits/1600w-GFKaeiEL8R0_t2_multishot/spec.json,../edits/1600w-GFKaeiEL8R0_t2_multishot/render.png,success,73.0,98.0,-25.0,68.0
1600w-e_KkH19ObUk,2,2-Element Layout Swap,"layout,global","Swap positions of the bouquet image and “Blooming with brilliance” text block, placing the headline left and image right, keeping both vertically centered with equal side margins.",multishot,gemini/gemini-2.5-pro,1600w-e_KkH19ObUk_t2_multishot,../edits/1600w-e_KkH19ObUk_t2_multishot/spec.json,../edits/1600w-e_KkH19ObUk_t2_multishot/render.png,success,74.0,71.0,3.0,72.0
1600w-xCuy4vLKWKc,6,Copy Expansion,"text,layout,global",Replace the button text “Swipe for tips” with: “Swipe for tips and quick steps to start today.”,multishot,gemini/gemini-2.5-pro,1600w-xCuy4vLKWKc_t6_multishot,../edits/1600w-xCuy4vLKWKc_t6_multishot/spec.json,../edits/1600w-xCuy4vLKWKc_t6_multishot/render.png,success,58.0,59.0,-1.0,70.0
1600w-xCuy4vLKWKc,11,Hierarchy Adjustment,"layout,text,global",Enlarge and center the “Swipe for tips” button with a filled #184D3A background and white uppercase text to make it the primary focal point.,multishot,gemini/gemini-2.5-pro,1600w-xCuy4vLKWKc_t11_multishot,../edits/1600w-xCuy4vLKWKc_t11_multishot/spec.json,../edits/1600w-xCuy4vLKWKc_t11_multishot/render.png,success,58.0,59.0,-1.0,
1600w-OnW3L3V5tgI,0,Color Palette Variation,"color,global","Replace the cyan left panel and pink image block with deep forest green #184D3A and terracotta #D96D4C, and change all text to warm cream #FFF5E6 for consistent readability.",multishot,gemini/gemini-2.5-pro,1600w-OnW3L3V5tgI_t0_multishot,../edits/1600w-OnW3L3V5tgI_t0_multishot/spec.json,../edits/1600w-OnW3L3V5tgI_t0_multishot/render.png,success,73.0,93.0,-20.0,38.0
1280w-sqmHAnUAgsI,14,Theme Restyling,"style,color,global","Restyle to winter-holiday theme: keep layout, switch borders to deep forest green with gold trim, add small snowflake corners, and place uppercase bold 'WINTER COLLECTION' title centered at top.",multishot,gemini/gemini-2.5-pro,1280w-sqmHAnUAgsI_t14_multishot,../edits/1280w-sqmHAnUAgsI_t14_multishot/spec.json,../edits/1280w-sqmHAnUAgsI_t14_multishot/render.png,success,81.0,98.0,-17.0,81.0
1600w-_HHyJ9eyu3Q,6,Copy Expansion,"text,layout,global","Expand the bottom-right tagline to: “Functional items for everyday living, thoughtfully designed to organize, carry, and brighten daily routines.”",multishot,gemini/gemini-2.5-pro,1600w-_HHyJ9eyu3Q_t6_multishot,../edits/1600w-_HHyJ9eyu3Q_t6_multishot/spec.json,../edits/1600w-_HHyJ9eyu3Q_t6_multishot/render.png,success,56.0,52.0,4.0,100.0
1143w-ugSBoa9VtEw,11,Hierarchy Adjustment,"layout,text,global",Scale up the product tube by 70% to become the primary focal point.,multishot,gemini/gemini-2.5-pro,1143w-ugSBoa9VtEw_t11_multishot,../edits/1143w-ugSBoa9VtEw_t11_multishot/spec.json,../edits/1143w-ugSBoa9VtEw_t11_multishot/render.png,success,60.0,68.0,-8.0,
1600w-bU_eCuLHDN8,8,Typography Style Shift,"text,style,global",Change “OUT OF OFFICE” to uppercase tall serif for a more elegant tone.,multishot,gemini/gemini-2.5-pro,1600w-bU_eCuLHDN8_t8_multishot,../edits/1600w-bU_eCuLHDN8_t8_multishot/spec.json,../edits/1600w-bU_eCuLHDN8_t8_multishot/render.png,success,51.0,57.0,-6.0,100.0
1131w-rH9o0IzDWQY,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle centered beneath ""PREMIUM PRODUCT"" reading ""Clean ingredients. Gentle results."" in deep cocoa #3B261B to balance whitespace in the white diamond.",multishot,gemini/gemini-2.5-pro,1131w-rH9o0IzDWQY_t13_multishot,../edits/1131w-rH9o0IzDWQY_t13_multishot/spec.json,../edits/1131w-rH9o0IzDWQY_t13_multishot/render.png,success,82.0,81.0,1.0,98.0
1600w-NcQMz5zOIyQ,7,Image Replacement,"image,layout,local",Replace the smiling woman holding a boombox amid star confetti on yellow with a solitary hiker holding a lantern amid drifting leaves on a deep forest green backdrop.,multishot,gemini/gemini-2.5-pro,1600w-NcQMz5zOIyQ_t7_multishot,../edits/1600w-NcQMz5zOIyQ_t7_multishot/spec.json,../edits/1600w-NcQMz5zOIyQ_t7_multishot/render.png,success,71.0,62.0,9.0,100.0
1600w-KZpYxSRdMn4,0,Color Palette Variation,"color,global","Recolor the beige background, dark green text/accents, and gold waves to a cool dark-mode palette: background #0F1720, text off-white, accents #2F80ED, secondary highlights silver #C0C7D1.",multishot,gemini/gemini-2.5-pro,1600w-KZpYxSRdMn4_t0_multishot,../edits/1600w-KZpYxSRdMn4_t0_multishot/spec.json,../edits/1600w-KZpYxSRdMn4_t0_multishot/render.png,success,70.0,60.0,10.0,81.0
1600w-J2-prU82nP4,1,Translation,"text,global","Replace the main headline 'DONT THINK TOO MUCH!' with the Spanish translation '¡NO PIENSES DEMASIADO!' in uppercase bold black, preserving layout and size.",multishot,gemini/gemini-2.5-pro,1600w-J2-prU82nP4_t1_multishot,../edits/1600w-J2-prU82nP4_t1_multishot/spec.json,../edits/1600w-J2-prU82nP4_t1_multishot/render.png,success,61.0,93.0,-32.0,100.0
1600w-bU_eCuLHDN8,10,Background Replacement,"image,color,global","Replace the black-and-white checkerboard background with a soft peach-to-lavender gradient sky to calm the mood, keeping the lime panel and pink headline fully legible.",multishot,gemini/gemini-2.5-pro,1600w-bU_eCuLHDN8_t10_multishot,../edits/1600w-bU_eCuLHDN8_t10_multishot/spec.json,../edits/1600w-bU_eCuLHDN8_t10_multishot/render.png,success,51.0,57.0,-6.0,7.0
1280w-TgB3qSfKXOY,11,Hierarchy Adjustment,"layout,text,global","Make the matcha glass the dominant focal by scaling it 140% and centering, while reducing “craving” and “maicha” to smaller size with #E9E3D0 at 60% opacity.",multishot,gemini/gemini-2.5-pro,1280w-TgB3qSfKXOY_t11_multishot,../edits/1280w-TgB3qSfKXOY_t11_multishot/spec.json,../edits/1280w-TgB3qSfKXOY_t11_multishot/render.png,success,88.0,75.0,13.0,96.0
900w-8g4EBLeikgE,5,Object Addition,"layout,local","Add a tiny taco illustration in warm yellow #F2C94C to the right of the top-right ""Food"" label, right-aligned, to balance the header.",multishot,gemini/gemini-2.5-pro,900w-8g4EBLeikgE_t5_multishot,../edits/900w-8g4EBLeikgE_t5_multishot/spec.json,../edits/900w-8g4EBLeikgE_t5_multishot/render.png,success,81.0,88.0,-7.0,77.0
1600w-IVdkMeHmo04,2,2-Element Layout Swap,"layout,global","Swap the headline “Gala of Hope” with the top-row event details, placing the headline across the top center and the details directly below as a centered row.",multishot,gemini/gemini-2.5-pro,1600w-IVdkMeHmo04_t2_multishot,../edits/1600w-IVdkMeHmo04_t2_multishot/spec.json,../edits/1600w-IVdkMeHmo04_t2_multishot/render.png,success,46.0,98.0,-52.0,78.0
1600w-m4qQZp-grvQ,1,Translation,"text,global","Translate the headline ""BRAND PROPOSAL"" to Japanese ""ブランド提案"" and the oval text ""BORCELLE"" to ""ボルセル"".",multishot,gemini/gemini-2.5-pro,1600w-m4qQZp-grvQ_t1_multishot,../edits/1600w-m4qQZp-grvQ_t1_multishot/spec.json,../edits/1600w-m4qQZp-grvQ_t1_multishot/render.png,success,75.0,81.0,-6.0,100.0
1600w-OnW3L3V5tgI,9,Accent Recolor,"color,local",Recolor the “OUR FOOD” button background to vibrant coral #FF6F61.,multishot,gemini/gemini-2.5-pro,1600w-OnW3L3V5tgI_t9_multishot,../edits/1600w-OnW3L3V5tgI_t9_multishot/spec.json,../edits/1600w-OnW3L3V5tgI_t9_multishot/render.png,success,73.0,93.0,-20.0,83.0
1131w-xPTl82ZC-e4,0,Color Palette Variation,"color,global","Swap the deep forest green background and salmon-pink elements to a light retro palette: warm cream (#FFF5E6) background, charcoal (#2B2B2B) text, and teal (#1E8A9E) accent details.",multishot,gemini/gemini-2.5-pro,1131w-xPTl82ZC-e4_t0_multishot,../edits/1131w-xPTl82ZC-e4_t0_multishot/spec.json,../edits/1131w-xPTl82ZC-e4_t0_multishot/render.png,success,58.0,75.0,-17.0,90.0
1600w-IVdkMeHmo04,7,Image Replacement,"image,layout,local","Replace the dark, close-up tropical leaves background with a softly blurred candlelit ballroom backdrop, preserving shallow depth and dark vignette for a refined evening ambiance.",multishot,gemini/gemini-2.5-pro,1600w-IVdkMeHmo04_t7_multishot,../edits/1600w-IVdkMeHmo04_t7_multishot/spec.json,../edits/1600w-IVdkMeHmo04_t7_multishot/render.png,success,46.0,98.0,-52.0,10.0
1143w-6-Ht1iOh8uw,8,Typography Style Shift,"text,style,global",Replace the “Birthday Party” headline’s script with a tall serif italic to elevate the tone.,multishot,gemini/gemini-2.5-pro,1143w-6-Ht1iOh8uw_t8_multishot,../edits/1143w-6-Ht1iOh8uw_t8_multishot/spec.json,../edits/1143w-6-Ht1iOh8uw_t8_multishot/render.png,success,97.0,90.0,7.0,100.0
1131w-50t2MzJLmsM,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle 'Sip, savor, celebrate.' left-aligned directly below 'OPENING' in #1E4ED8 to fill the upper-left spacing.",multishot,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t13_multishot,../edits/1131w-50t2MzJLmsM_t13_multishot/spec.json,../edits/1131w-50t2MzJLmsM_t13_multishot/render.png,success,76.0,86.0,-10.0,100.0
1131w-tpnRumgzO8o,11,Hierarchy Adjustment,"layout,text,global",Center and enlarge the burger illustration to become the primary focal point.,multishot,gemini/gemini-2.5-pro,1131w-tpnRumgzO8o_t11_multishot,../edits/1131w-tpnRumgzO8o_t11_multishot/spec.json,../edits/1131w-tpnRumgzO8o_t11_multishot/render.png,success,75.0,80.0,-5.0,78.0
1280w-TgB3qSfKXOY,5,Object Addition,"layout,local",Add a small cream line-art matcha whisk icon in the top-left negative space to complement the drink and balance the right-side badge.,multishot,gemini/gemini-2.5-pro,1280w-TgB3qSfKXOY_t5_multishot,../edits/1280w-TgB3qSfKXOY_t5_multishot/spec.json,../edits/1280w-TgB3qSfKXOY_t5_multishot/render.png,success,88.0,75.0,13.0,100.0
1600w-F-yK2D5pels,14,Theme Restyling,"style,color,global",Retheme for winter holidays: swap lime background for deep forest green (#184D3A); change all black text to white; recolor the top-right button to #C72C41 with white label.,multishot,gemini/gemini-2.5-pro,1600w-F-yK2D5pels_t14_multishot,../edits/1600w-F-yK2D5pels_t14_multishot/spec.json,../edits/1600w-F-yK2D5pels_t14_multishot/render.png,success,97.0,98.0,-1.0,93.0
1600w-gOlznvJ4zdk,9,Accent Recolor,"color,local",Recolor the “Self-Care Jar” title from dark green to warm coral #E86A5A.,multishot,gemini/gemini-2.5-pro,1600w-gOlznvJ4zdk_t9_multishot,../edits/1600w-gOlznvJ4zdk_t9_multishot/spec.json,../edits/1600w-gOlznvJ4zdk_t9_multishot/render.png,success,66.0,78.0,-12.0,100.0
900w-8g4EBLeikgE,7,Image Replacement,"image,layout,local","Replace the taco tray held by hands with a similar close-up of a colorful sushi bento in a paper tray held by hands, maintaining angle and composition.",multishot,gemini/gemini-2.5-pro,900w-8g4EBLeikgE_t7_multishot,../edits/900w-8g4EBLeikgE_t7_multishot/spec.json,../edits/900w-8g4EBLeikgE_t7_multishot/render.png,success,81.0,88.0,-7.0,97.0
1280w-TgB3qSfKXOY,3,Global Layout Change,"layout,global","Reflow into a two-column grid: left column full-height glass; right column vertically stacks “BORCELLE CAFE”, “craving matcha” title, both badges, arrow, and @reallygreatsite; center elements with generous spacing.",multishot,gemini/gemini-2.5-pro,1280w-TgB3qSfKXOY_t3_multishot,../edits/1280w-TgB3qSfKXOY_t3_multishot/spec.json,../edits/1280w-TgB3qSfKXOY_t3_multishot/render.png,success,88.0,75.0,13.0,70.0
